order_id,product_id,category_id,region,quantity,price,sales,profit,order_timestamp
1286,2,1,South,5,291,1455,423.81,2022-05-06
1287,5,2,East,2,1112,2224,364.04,2023-05-10
1288,7,2,West,7,200,1400,80.49,2022-11-04
1289,7,2,East,7,1081,7567,2213.18,2022-05-09
1290,9,2,East,6,566,3396,987.68,2022-11-07
1291,8,2,East,2,352,704,135.63,2023-08-11
1292,9,2,East,9,863,7767,2172.19,2024-10-21
1293,4,1,West,5,410,2050,157.13,2024-10-06
1294,3,1,North,9,1162,10458,2799.48,2023-08-08
1295,5,2,South,4,1175,4700,619.26,2022-01-19
1296,7,2,North,2,446,892,222.51,2024-04-30
1297,6,2,East,8,871,6968,1479.09,2023-12-26
1298,6,2,North,7,192,1344,300.88,2024-04-07
1299,5,2,West,1,354,354,65.99,2022-10-18
1300,3,1,South,3,1017,3051,662.23,2024-04-21
1301,5,2,South,3,134,402,106.87,2024-03-26
1302,3,1,North,5,714,3570,517.82,2022-10-31
1303,2,1,North,7,547,3829,876.35,2023-03-03
1304,4,1,North,7,668,4676,242.64,2023-02-03
1305,2,1,East,3,373,1119,317.36,2023-04-15
1306,7,2,East,4,1057,4228,764.3,2023-05-09
1307,1,1,North,8,155,1240,251.2,2022-01-02
1308,2,1,North,9,399,3591,342.18,2024-11-28
1309,1,3,West,8,494,3952,451.08,2022-02-05
1310,2,1,South,6,608,3648,1050.08,2024-06-05
1311,3,1,North,5,775,3875,768.74,2024-11-15
1312,8,2,West,8,427,3416,478.9,2023-11-13
1313,9,2,West,1,908,908,222.58,2022-02-19
1314,1,1,South,4,1133,4532,987.32,2024-05-06
1315,1,1,East,4,1042,4168,650.15,2023-08-04
1316,6,2,North,3,1181,3543,941.37,2023-09-23
1317,6,2,East,6,854,5124,1078.57,2024-09-14
1318,8,2,South,9,639,5751,1196.23,2023-03-17
1319,5,2,East,2,312,624,139.64,2023-09-29
1320,5,2,South,1,508,508,151.29,2023-12-01
1321,1,1,South,4,1175,4700,914.6,2023-09-13
1322,2,1,West,8,402,3216,639.78,2022-03-14
1323,6,2,West,6,474,2844,581,2023-07-15
1324,7,2,West,5,477,2385,258.6,2022-05-29
1325,3,1,South,8,116,928,170.05,2023-01-16
1326,1,1,North,6,776,4656,673.35,2023-09-06
1327,1,1,North,2,165,330,21.46,2023-03-29
1328,5,2,North,7,257,1799,274.11,2023-11-01
1329,1,3,East,1,1029,1029,173.61,2022-08-25
1330,1,1,North,8,679,5432,1619.39,2022-12-30
1331,5,2,West,5,1157,5785,1191.11,2024-09-04
1332,1,3,North,1,1062,1062,272.42,2024-01-08
1333,2,1,North,1,163,163,22.07,2022-12-27
1334,7,2,West,9,1018,9162,1625.62,2024-04-14
1335,1,3,East,4,360,1440,130.24,2023-02-10
1336,3,1,South,5,293,1465,149.62,2023-07-15
1337,3,1,West,2,183,366,31.23,2024-10-27
1338,5,2,South,5,627,3135,277.28,2024-07-19
1339,2,1,North,2,315,630,161.04,2024-03-03
1340,3,1,South,1,213,213,42.94,2024-04-12
1341,3,1,North,4,948,3792,1092.85,2024-06-20
1342,4,1,East,2,966,1932,109.07,2023-06-21
1343,2,1,West,4,1038,4152,317.28,2023-01-25
1344,7,2,North,7,516,3612,529.57,2024-02-17
1345,7,2,East,2,1129,2258,280.76,2024-09-09
1346,5,2,South,3,198,594,47.73,2022-07-09
1347,1,1,West,7,1153,8071,1799.06,2023-09-01
1348,2,1,North,7,834,5838,631.45,2024-03-30
1349,2,1,North,4,173,692,181.31,2024-12-22
1350,2,1,South,3,568,1704,309.06,2024-09-08
1351,1,3,South,5,647,3235,941.24,2023-01-21
1352,4,1,East,6,791,4746,545.57,2023-10-12
1353,8,2,South,8,950,7600,788.88,2022-08-01
1354,7,2,West,5,387,1935,128.01,2023-11-03
1355,6,2,North,3,546,1638,306.29,2023-12-04
1356,2,1,West,7,678,4746,816.6,2023-06-30
1357,7,2,North,8,603,4824,1187.93,2023-02-01
1358,5,2,South,1,1193,1193,153.72,2022-05-09
1359,6,2,East,2,281,562,92.94,2023-12-16
1360,7,2,North,8,775,6200,1296.84,2022-03-20
1361,1,3,North,8,516,4128,315.48,2024-07-28
1362,1,3,East,5,1081,5405,326.56,2022-03-28
1363,6,2,North,3,457,1371,104.66,2024-11-06
1364,2,1,West,5,281,1405,194.33,2023-01-01
1365,2,1,North,3,548,1644,158.32,2023-03-18
1366,4,1,West,6,569,3414,396.92,2024-09-18
1367,6,2,East,8,409,3272,674.57,2024-08-19
1368,7,2,North,3,885,2655,646.91,2022-06-18
1369,8,2,West,7,239,1673,458.32,2022-05-29
1370,9,2,East,2,423,846,145.09,2022-06-09
1371,7,2,East,1,985,985,196.64,2023-05-03
1372,8,2,North,9,839,7551,894.4,2023-11-17
1373,9,2,North,5,171,855,217.16,2022-02-08
1374,5,2,South,2,198,396,94.55,2023-10-23
1375,9,2,West,8,287,2296,560.48,2022-08-24
1376,3,1,North,6,284,1704,199.94,2024-05-09
1377,7,2,East,2,590,1180,261.16,2023-03-12
1378,7,2,East,3,137,411,55.73,2022-10-05
1379,4,1,East,1,745,745,151.22,2022-01-19
1380,1,3,West,9,1184,10656,961.3,2022-05-09
1381,4,1,South,3,498,1494,178.5,2024-05-23
1382,5,2,South,5,351,1755,358.01,2024-07-11
1383,5,2,South,9,549,4941,894.52,2022-08-22
1384,8,2,North,6,1085,6510,1539.18,2024-11-03
1385,7,2,South,5,1093,5465,719.92,2024-10-11
1386,9,2,South,3,1174,3522,285.91,2024-11-09
1387,9,2,West,6,276,1656,139.86,2024-04-01
1388,1,3,North,5,251,1255,257.15,2022-07-07
1389,2,1,East,1,1192,1192,320.13,2023-06-10
1390,9,2,West,5,385,1925,204.74,2023-05-15
1391,9,2,West,8,211,1688,337.33,2022-06-08
1392,1,1,South,1,260,260,16.81,2023-06-26
1393,3,1,West,5,976,4880,1250.66,2022-01-19
1394,2,1,West,7,162,1134,179.74,2024-04-10
1395,6,2,North,9,1069,9621,1201.29,2022-06-10
1396,3,1,South,4,709,2836,698.83,2023-02-03
1397,1,3,North,9,651,5859,1153.89,2023-05-15
1398,8,2,South,2,1022,2044,460.03,2022-09-11
1399,3,1,South,1,612,612,174.52,2023-07-01
1400,8,2,North,3,630,1890,492.31,2022-02-18
1401,8,2,East,5,405,2025,168.82,2023-09-30
1402,1,3,South,2,980,1960,312.06,2023-09-04
1403,5,2,North,6,735,4410,893.27,2022-07-07
1404,2,1,West,8,1034,8272,2391.88,2024-07-14
1405,8,2,West,6,952,5712,638.29,2022-09-27
1406,8,2,North,6,254,1524,178.36,2024-04-20
1407,2,1,North,8,645,5160,1057.41,2024-05-24
1408,4,1,East,4,739,2956,451.6,2024-12-29
1409,7,2,West,8,993,7944,2257.73,2023-05-07
1410,5,2,North,5,363,1815,535.22,2024-09-10
1411,1,1,North,3,902,2706,546.97,2023-03-21
1412,6,2,North,2,678,1356,144.18,2023-05-05
1413,1,3,South,6,1064,6384,1189.19,2023-07-27
1414,8,2,South,9,472,4248,964.12,2023-06-13
1415,3,1,North,6,659,3954,676.82,2024-05-02
1416,7,2,South,6,1185,7110,739.6,2024-04-21
1417,1,1,South,7,1159,8113,995.03,2023-07-25
1418,1,1,North,3,610,1830,183.62,2023-01-26
1419,2,1,West,4,933,3732,671.19,2023-01-11
1420,4,1,West,6,677,4062,1087.17,2024-09-27
1421,8,2,North,1,496,496,93.31,2024-12-03
1422,8,2,East,4,276,1104,84.31,2023-08-24
1423,7,2,West,3,758,2274,662,2023-05-19
1424,8,2,North,8,557,4456,1106.04,2022-06-13
1425,4,1,West,8,616,4928,1038.18,2022-08-26
1426,7,2,North,4,435,1740,224.79,2023-01-22
1427,1,1,North,2,89,178,31.46,2022-08-08
1428,1,3,East,8,662,5296,1234.81,2023-11-19
1429,4,1,North,4,1039,4156,847.09,2023-06-28
1430,1,3,North,1,624,624,106.92,2024-10-09
1431,7,2,West,4,973,3892,1052.72,2022-09-04
1432,4,1,South,9,180,1620,294.6,2024-07-18
1433,4,1,West,3,750,2250,301.97,2022-09-22
1434,3,1,West,2,695,1390,316.31,2024-07-31
1435,5,2,South,5,1031,5155,1325.16,2023-04-21
1436,8,2,North,5,205,1025,262.91,2022-07-09
1437,4,1,South,3,595,1785,244.52,2024-07-31
1438,8,2,North,9,328,2952,605.85,2022-09-30
1439,1,1,East,1,773,773,181.52,2024-12-25
1440,9,2,North,8,205,1640,361.48,2023-03-30
1441,2,1,East,1,1017,1017,69.33,2023-10-02
1442,1,1,East,4,491,1964,349.91,2022-05-23
1443,4,1,North,3,998,2994,638.59,2023-04-05
1444,1,3,East,9,894,8046,2210.33,2023-10-08
1445,1,3,West,2,937,1874,271.5,2022-05-22
1446,4,1,North,8,751,6008,871.76,2023-08-19
1447,5,2,East,8,905,7240,411.19,2023-09-06
1448,3,1,South,9,132,1188,348.31,2024-06-17
1449,1,1,North,9,333,2997,163.34,2024-12-22
1450,1,3,West,9,836,7524,2017.85,2023-02-02
1451,3,1,North,5,725,3625,268.73,2022-10-13
1452,6,2,East,8,869,6952,871.2,2024-03-31
1453,5,2,North,9,117,1053,283.58,2023-05-29
1454,3,1,North,9,744,6696,1224.22,2024-12-21
1455,1,1,North,2,710,1420,93.59,2024-10-09
1456,5,2,West,9,1108,9972,2566.01,2023-12-29
1457,6,2,South,8,392,3136,494.26,2022-11-28
1458,5,2,West,3,75,225,20.52,2023-02-10
1459,4,1,East,3,554,1662,375.04,2022-05-12
1460,1,3,West,4,125,500,85.96,2024-05-03
1461,7,2,North,8,396,3168,747.33,2022-08-02
1462,7,2,East,1,622,622,104.57,2023-12-31
1463,9,2,North,3,411,1233,361.12,2022-04-03
1464,6,2,West,3,191,573,116.14,2024-01-19
1465,9,2,South,1,702,702,129.34,2022-02-18
1466,6,2,South,8,604,4832,1261.06,2024-05-14
1467,1,3,North,5,753,3765,670.8,2023-01-17
1468,5,2,North,8,866,6928,1415.16,2024-05-05
1469,1,1,West,7,232,1624,436.13,2023-02-01
1470,1,1,North,1,68,68,10.39,2023-04-01
1471,4,1,North,1,651,651,187.99,2023-06-04
1472,1,3,North,7,899,6293,718.49,2024-09-16
1473,2,1,West,2,534,1068,85.71,2023-02-16
1474,2,1,North,1,381,381,26.69,2023-10-17
1475,1,3,South,2,1008,2016,426.43,2022-07-21
1476,1,1,West,2,612,1224,340.67,2024-02-10
1477,3,1,South,5,436,2180,400.01,2022-10-23
1478,6,2,North,9,317,2853,353.09,2024-09-12
1479,4,1,South,1,272,272,45.33,2022-10-04
1480,7,2,North,4,660,2640,183.23,2022-03-14
1481,3,1,North,2,244,488,129.02,2024-04-26
1482,1,3,South,8,1148,9184,1795.93,2023-11-10
1483,9,2,North,5,56,280,23.98,2024-04-12
1484,2,1,East,3,963,2889,604.45,2024-10-03
1485,6,2,West,1,625,625,125.9,2024-07-18
1486,2,1,South,8,882,7056,538.48,2024-04-16
1487,9,2,West,8,492,3936,720.2,2023-07-11
1488,8,2,East,6,412,2472,363.38,2022-09-19
1489,4,1,West,5,171,855,67.57,2022-06-19
1490,4,1,West,3,1160,3480,560.39,2024-02-25
1491,5,2,South,1,846,846,103.3,2023-03-07
1492,2,1,North,1,158,158,46.24,2022-03-09
1493,4,1,South,9,354,3186,583.24,2022-12-31
1494,4,1,North,7,996,6972,969.43,2024-02-01
1495,4,1,East,5,349,1745,449.64,2024-04-15
1496,6,2,East,8,532,4256,372.95,2024-05-15
1497,2,1,South,3,558,1674,499.63,2022-04-14
1498,5,2,North,8,811,6488,1072.86,2024-09-25
1499,9,2,East,5,706,3530,803.86,2022-03-05
1500,4,1,North,2,316,632,87.45,2022-09-03
1501,3,1,North,7,525,3675,236.8,2024-11-09
1502,8,2,West,6,932,5592,926.42,2023-09-12
1503,2,1,East,6,1072,6432,807.94,2023-02-11
1504,5,2,East,3,1023,3069,503.3,2023-08-27
1505,2,1,North,7,414,2898,490.11,2023-05-26
1506,9,2,North,4,990,3960,632.76,2024-05-30
1507,9,2,South,3,492,1476,85.16,2024-07-31
1508,1,3,East,2,529,1058,298.69,2023-11-14
1509,3,1,South,5,243,1215,162.02,2023-11-27
1510,5,2,North,3,68,204,20.43,2024-03-04
1511,9,2,West,7,591,4137,221.66,2024-12-24
1512,5,2,West,5,50,250,16.81,2022-05-21
1513,9,2,West,5,237,1185,254.34,2022-09-14
1514,1,1,South,2,752,1504,108.52,2024-03-12
